"jmdict_seq","kanji","kana","waller_definition","origin","original"
1453800,"憬れ","あこがれ","yearning, longing, aspiration","jmdict","憧れ"
1207560,"顎","あご","chin","waller",
1207560,"顎","がく","chin","jmdict","あご"
1207560,"頤","あご","chin","jmdict","顎"
1207560,"腮","あご","chin","jmdict","顎"
1207560,"顋","あご","chin","jmdict","顎"
1207560,"齶","あご","chin","jmdict","顎"
1207560,"腭","あご","chin","jmdict","顎"
1207560,"腭","がく","chin","jmdict","顎"
1207560,,"アゴ","chin","jmdict","顎"
1524290,"麻","あさ","flax, linen, hemp","waller",
1524290,"麻","お","flax, linen, hemp","jmdict","あさ"
1524290,"苧","お","flax, linen, hemp","jmdict","麻"
1584640,"明後日","あさって","day after tomorrow","waller",
1428410,"朝寝坊","あさねぼう","oversleeping, late riser","waller",
1390810,"浅ましい","あさましい","wretched, miserable, shameful, mean, despicable, abject","waller",
1390810,"浅間しい","あさましい","wretched, miserable, shameful, mean, despicable, abject","jmdict","浅ましい"
1315120,"字","あざ","section of village","waller",
1225420,"欺く","あざむく","to deceive","waller",
1392500,"鮮やか","あざやか","vivid, clear, brilliant","waller",
1392500,"鮮か","あざやか","vivid, clear, brilliant","jmdict","鮮やか"
1392500,"彩やか","あざやか","vivid, clear, brilliant","jmdict","鮮やか"
1565610,"あざ笑う","あざわらう","to sneer at, to ridicule","waller",
1565610,"嘲笑う","あざわらう","to sneer at, to ridicule","jmdict","あざ笑う"
1565610,"嘲う","あざわらう","to sneer at, to ridicule","jmdict","あざ笑う"
1527000,"味わい","あじわい","flavour, meaning, significance","waller",
1447430,"東","あずま","east, Eastern Japan","waller",
1447430,"東","あづま","east, Eastern Japan","jmdict","あずま"
1447430,"吾妻","あずま","east, Eastern Japan","jmdict","東"
1447430,"吾妻","あづま","east, Eastern Japan","jmdict","東"
1447430,"吾嬬","あずま","east, Eastern Japan","jmdict","東"
1447430,"吾嬬","あづま","east, Eastern Japan","jmdict","東"
1350780,"焦る","あせる","to be in a hurry, to be impatient","waller",
1000320,"彼処","あそこ","1. (uk) there, over there, that place, 2. (X) (col) genitals","waller",
1581630,"値","あたい","value, price, cost, worth, merit","waller",
1581630,"価","あたい","value, price, cost, worth, merit","jmdict","値"
1581630,"價","あたい","value, price, cost, worth, merit","jmdict","値"
1609040,"値する","あたいする","to be worth, to deserve, to merit","waller",
1609040,"価する","あたいする","to be worth, to deserve, to merit","jmdict","値する"
1311125,"私","あたし","I (fem)","waller",
1311125,,"あたし","I (fem)","jmdict","私"
1311125,,"あたくし","I (fem)","jmdict","私"
1311125,"私","あたくし","I (fem)","jmdict","あたし"
1311125,,"あたい","I (fem)","jmdict","私"
1311125,"私","あたい","I (fem)","jmdict","あたし"
1311125,"私","あて","I (fem)","jmdict","あたし"
1448780,"当たり","あたり","hit, success, reaching the mark, per ..., vicinity, neighborhood","waller",
1448780,"当り","あたり","hit, success, reaching the mark, per ..., vicinity, neighborhood","jmdict","当たり"
1448780,"中り","あたり","hit, success, reaching the mark, per ..., vicinity, neighborhood","jmdict","当たり"
1448780,"中たり","あたり","hit, success, reaching the mark, per ..., vicinity, neighborhood","jmdict","当たり"
1448800,"当たり前","あたりまえ","usual, common, ordinary, natural, reasonable, obvious","waller",
1581400,"他人","あだびと","another person, unrelated person, outsider, stranger","waller",
1612620,"彼方此方","あちこち","here and there","waller",
1483185,"彼方","あちら","1. there, yonder, that","waller",
1612620,"彼方此方","あちらこちら","here and there","waller",
1151470,"悪化","あっか","deterioration, growing worse, aggravation, degeneration, corruption","waller",
1151470,"あっ化","あっか","deterioration, growing worse, aggravation, degeneration, corruption","jmdict","悪化"
1515600,"呆気ない","あっけない","not enough, too quick (short long etc.)","waller",
1515600,,"あっけない","not enough, too quick (short long etc.)","jmdict","呆気ない"
1575730,"悪口","あっこう","abuse, insult, slander, evil speaking","waller",
1000360,,"あっさり","easily, readily, quickly","waller",
1000360,,"アッサリ","easily, readily, quickly","jmdict","あっさり"
1153310,"圧迫","あっぱく","pressure, coercion, oppression","waller",
1153430,"扱い","あつかい","treatment, service","waller",
1333550,"集まる","あつまる","to gather, to collect, to assemble","waller",
1572680,"誂える","あつらえる","to give an order, to place an order","waller",
1572680,,"あつらえる","to give an order, to place an order","jmdict","誂える"
1153340,"圧力","あつりょく","stress, pressure","waller",
1448820,"当て","あて","object, aim, end, hopes, expectations","waller",
1448820,,"あて","object, aim, end, hopes, expectations","jmdict","宛・当て"
1448820,"宛て","あて","object, aim, end, hopes, expectations","jmdict","宛・当て"
1448820,"宛","あて","addressed to","waller",
1448890,"当て字","あてじ","phonetic-equivalent character, substitute character","waller",
1448890,"あて字","あてじ","phonetic-equivalent character, substitute character","jmdict","当て字"
1448890,"宛字","あてじ","phonetic-equivalent character, substitute character","jmdict","当て字"
1448890,"宛て字","あてじ","phonetic-equivalent character, substitute character","jmdict","当て字"
1448890,"当字","あてじ","phonetic-equivalent character, substitute character","jmdict","当て字"
1448930,"当てはまる","あてはまる","to apply (a rule)","waller",
1586530,"当てはめる","あてはめる","to apply, to adapt","waller",
1153480,"宛てる","あてる","to address","waller",
1383690,"跡継ぎ","あとつぎ","heir, successor","waller",
1383690,"後継ぎ","あとつぎ","heir, successor","jmdict","跡継ぎ"
1383690,"跡継","あとつぎ","heir, successor","jmdict","跡継ぎ"
1383690,"後継","あとつぎ","heir, successor","jmdict","跡継ぎ"
1269500,"後回し","あとまわし","putting off, postponing","waller",
1223615,"貴女","あなた","you, lady","waller",
1000420,"彼の","あの","that over there","waller",
1000420,,"あの","that over there","jmdict","彼の"
1000420,,"あん","that over there","jmdict","彼の"
1167610,"溢れる","あふれる","to flood, to overflow, to brim over","waller",
1538630,"油絵","あぶらえ","oil painting","waller",
1568910,"炙る","あぶる","to scorch","waller",
1000470,,"あべこべ","contrary, opposite, inverse","waller",
1213440,"甘える","あまえる","to behave like a spoiled child, to fawn on","waller",
1213510,"甘口","あまくち","sweet flavour, mildness, flattery, stupidity","waller",
1171940,"雨具","あまぐ","rain gear","waller",
1438200,"天津","あまつ","heavenly, imperial","waller",
1438200,"天つ","あまつ","heavenly, imperial","jmdict","天津"
1534380,"網","あみ","net, network","waller",
1582090,"天地","あめつち","heaven and earth, the universe, nature, top and bottom, realm, sphere, world","waller",
1582090,"天地","てんち","heaven and earth, the universe, nature, top and bottom, realm, sphere, world","jmdict","あめつち"
1400010,"操る","あやつる","to manipulate, to operate, to pull strings","waller",
1000510,,"あやふや","uncertain, vague, ambiguous","waller",
1218410,"危ぶむ","あやぶむ","to fear, to have misgivings, to be doubtful, to mistrust","waller",
1196010,"過ち","あやまち","fault, error, indiscretion","waller",
1196010,"誤ち","あやまち","fault, error, indiscretion","jmdict","過ち"
1271300,"誤る","あやまる","to make a mistake","waller",
1271300,"謬る","あやまる","to make a mistake","jmdict","誤る"
1514330,"歩み","あゆみ","walking","waller",
1514330,"歩","あゆみ","walking","jmdict","歩み"
1514360,"歩む","あゆむ","to walk, to go on foot","waller",
1000520,,"あら","oh, ah, saw-edged perch (Niphon spinosus)","waller",
1542860,"予め","あらかじめ","beforehand, in advance, previously","waller",
1542860,,"あらかじめ","beforehand, in advance, previously","jmdict","予め"
1281480,"荒らす","あらす","to lay waste, to devastate, to damage, to invade, to break into","waller",
1281480,"荒す","あらす","to lay waste, to devastate, to damage, to invade, to break into","jmdict","荒らす"
1396970,"粗筋","あらすじ","outline, summary","waller",
1400560,"争い","あらそい","dispute, strife, quarrel, dissension, conflict, rivalry, contest","waller",
1200730,"改まる","あらたまる","to be renewed","waller",
1200730,"革まる","あらたまる","to be renewed","jmdict","改まる"
1281470,"荒っぽい","あらっぽい","rough, rude","waller",
1281470,"粗っぽい","あらっぽい","rough, rude","jmdict","荒っぽい"
1586780,"凡ゆる","あらゆる","all, every","waller",
1574100,"霰","あられ","kind of cookie, cartoon character","waller",
1574100,,"あられ","kind of cookie, cartoon character","jmdict","霰"
1610550,"現われ","あらわれ","embodiment, materialization","waller",
1263510,"現われる","あらわれる","to appear, to come in sight, to become visible, to come out, to embody, to materialize, to express oneself","waller",
1586820,"有難う","ありがとう","Thank you","waller",
1541060,"有様","ありさま","state, condition, circumstances, the way things are or should be, truth","waller",
1541060,"有様","ありよう","state, condition, circumstances, the way things are or should be, truth","jmdict","ありさま"
1541060,"有り様","ありさま","state, condition, circumstances, the way things are or should be, truth","jmdict","有様"
1541060,"有り様","ありよう","state, condition, circumstances, the way things are or should be, truth","jmdict","有様"
1541060,"あり様","ありさま","state, condition, circumstances, the way things are or should be, truth","jmdict","有様"
1541060,"あり様","ありよう","state, condition, circumstances, the way things are or should be, truth","jmdict","有様"
1541060,"有りさま","ありさま","state, condition, circumstances, the way things are or should be, truth","jmdict","有様"
1541000,"有りのまま","ありのまま","the truth, fact, as it is, frankly","waller",
1541000,,"ありのまま","the truth, fact, as it is, frankly","jmdict","有りのまま"
1541000,"有りの儘","ありのまま","the truth, fact, as it is, frankly","jmdict","有りのまま"
1586840,"或る","ある","a certain..., some...","waller",
1586850,"或いは","あるいは","or, possibly","waller",
1612650,"彼此","あれこれ","one thing or another, this and that, this or that","waller",
1284460,"合わす","あわす","to join together, to face, to unite, to be opposite, to combine, to connect, to add up, to mix, to match, to","waller",
1284460,"合す","あわす","to join together, to face, to unite, to be opposite, to combine, to connect, to add up, to mix, to match, to","jmdict","合わす"
1284470,"合わせ","あわせ","joint together, opposite, facing","waller",
1278810,"慌ただしい","あわただしい","busy, hurried, confused, flurried","waller",
1278830,"慌てる","あわてる","to become confused (disconcerted disorganized)","waller",
1154520,"暗殺","あんさつ","assassination","waller",
1154540,"暗算","あんざん","mental arithmetic","waller",
1154550,"暗示","あんじ","hint, suggestion","waller",
1154780,"案じる","あんじる","to be anxious, to ponder","waller",
1154780,"按じる","あんじる","to be anxious, to ponder","jmdict","案じる"
1153910,"安静","あんせい","rest","waller",
1154790,"案の定","あんのじょう","sure enough, as usual","waller",
1154790,"案の条","あんのじょう","sure enough, as usual","jmdict","案の定"
1154790,"案の上","あんのじょう","sure enough, as usual","jmdict","案の定"
1584930,"余り","あんまり","not very (this form only used as adverb), not much, remainder, rest, remnant, surplus, balance, excess, rema","waller",
,"依","い","depending on","waller",
2252790,"伊","い","that one, Italy","waller",
1583250,"否","いいえ","no, nay, yes, well","waller",
1277440,"いい加減","いいかげん","moderate, right, random, not thorough, vague, irresponsible, halfhearted","waller",
1277440,"好い加減","いいかげん","moderate, right, random, not thorough, vague, irresponsible, halfhearted","jmdict","いい加減"
1277440,"好加減","いいかげん","moderate, right, random, not thorough, vague, irresponsible, halfhearted","jmdict","いい加減"
1587030,"言い訳","いいわけ","excuse, explanation","waller",
1587030,"言いわけ","いいわけ","excuse, explanation","jmdict","言い訳"
1587030,"言訳","いいわけ","excuse, explanation","jmdict","言い訳"
1587030,"言い分け","いいわけ","excuse, explanation","jmdict","言い訳"
1587030,"言分け","いいわけ","excuse, explanation","jmdict","言い訳"
1192030,"家出","いえで","running away from home, leaving home","waller",
1191990,"家主","いえぬし","landlord","waller",
2845606,"如何","いかが","how, in what way","waller",
1587070,"生かす","いかす","to revive, to resuscitate, to make use of","waller",
1587070,"活かす","いかす","to revive, to resuscitate, to make use of","jmdict","生かす"
1585060,"雷","いかずち","thunder","waller",
1466970,"如何に","いかに","how?, in what way?, how much?, however, whatever","waller",
1466970,,"いかに","how?, in what way?, how much?, however, whatever","jmdict","如何に"
1000660,"如何にも","いかにも","indeed, really, phrase meaning agreement","waller",
1000660,,"いかにも","indeed, really, phrase meaning agreement","jmdict","如何にも"
1445670,"怒り","いかり","anger, hatred","waller",
1445690,"怒る","いかる","to get angry, to be angry","waller",
1585360,"歪む","いがむ","to warp, to swerve, to deflect, to be crooked, to be distorted, to be bent, to incline, to slant, to be perv","waller",
1585360,"歪む","ゆがむ","to warp, to swerve, to deflect, to be crooked, to be distorted, to be bent, to incline, to slant, to be perv","jmdict","いがむ"
1372410,"粋","いき","chic, style, purity, essence","waller",
1160500,"域外","いきがい","outside the area","waller",
1156450,"意気込む","いきごむ","to be enthusiastic about","waller",
1156450,"意気ごむ","いきごむ","to be enthusiastic about","jmdict","意気込む"
1156450,"息込む","いきごむ","to be enthusiastic about","jmdict","意気込む"
1251120,"経緯","いきさつ","1. details, whole story, sequence of events, particulars, how it started, how things got this way, 2. c","waller",
1251120,"経緯","けいい","1. details, whole story, sequence of events, particulars, how it started, how things got this way, 2. c","jmdict","いきさつ"
1251120,"経緯","たてぬき","1. details, whole story, sequence of events, particulars, how it started, how things got this way, 2. c","jmdict","いきさつ"
1251120,"経緯","たてよこ","1. details, whole story, sequence of events, particulars, how it started, how things got this way, 2. c","jmdict","いきさつ"
1578800,"行き違い","いきちがい","misunderstanding, estrangement, disagreement, crossing without meeting, going astray","waller",
1578800,"行き違い","ゆきちがい","misunderstanding, estrangement, disagreement, crossing without meeting, going astray","jmdict","いきちがい"
1578800,"行違い","いきちがい","misunderstanding, estrangement, disagreement, crossing without meeting, going astray","jmdict","行き違い"
1578800,"行違い","ゆきちがい","misunderstanding, estrangement, disagreement, crossing without meeting, going astray","jmdict","行き違い"
1282000,"行き成り","いきなり","suddenly","waller",
1157580,"異議","いぎ","objection, dissent, protest","waller",
1587140,"軍","いくさ","war, battle, campaign, fight","waller",
1587140,"兵","いくさ","war, battle, campaign, fight","jmdict","軍・戦"
1587140,"戦","いくさ","war, battle, campaign, fight","waller",
1587150,"育成","いくせい","rearing, training, nurture, cultivation, promotion","waller",
1587150,"育生","いくせい","rearing, training, nurture, cultivation, promotion","jmdict","育成"
1220040,"幾多","いくた","many, numerous","waller",
1587190,"活ける","いける","to arrange (flowers)","waller",
1587190,"生ける","いける","to arrange (flowers)","jmdict","活ける"
1157640,"異見","いけん","different opinion, objection","waller",
1587200,"意向","いこう","intention, idea, inclination","waller",
1587200,"意嚮","いこう","intention, idea, inclination","jmdict","意向"
1158240,"移行","いこう","switching over to","waller",
1000750,,"いざ","now, come (now), well, crucial moment","waller",
1702990,"碑","いしぶみ","stone monument bearing an inscription","waller",
1702990,"碑","ひ","stone monument bearing an inscription","jmdict","いしぶみ"
1702990,"石文","いしぶみ","stone monument bearing an inscription","jmdict","碑"
1158760,"衣装","いしょう","clothing, costume, outfit, garment, dress","waller",
1158760,"衣裳","いしょう","clothing, costume, outfit, garment, dress","jmdict","衣装"
1156720,"意地","いじ","disposition, spirit, willpower, obstinacy, backbone, appetite","waller",
1195140,"苛める","いじめる","to tease, to torment, to persecute, to chastise","waller",
1158280,"移住","いじゅう","migration, immigration","waller",
1560700,"弄る","いじる","to touch, to tamper with","waller",
1560700,,"いじる","to touch, to tamper with","jmdict","弄る"
1560700,,"まさぐる","to touch, to tamper with","jmdict","弄る"
1560700,"弄る","まさぐる","to touch, to tamper with","jmdict","いじる"
1566210,"何れ","いずれ","where, which, who, anyway, anyhow, at any rate","waller",
1157860,"異性","いせい","the opposite sex","waller",
1159380,"遺跡","いせき","historic ruins (remains relics)","waller",
1159380,"遺蹟","いせき","historic ruins (remains relics)","jmdict","遺跡"
1155650,"依然","いぜん","still, as yet","waller",
1575870,"依存","いそん","dependence, dependent, reliance","waller",
1575870,"依存","いぞん","dependence, dependent, reliance","jmdict","いそん"
1156160,"委託","いたく","consign (goods (for sale) to a firm), entrust (person with something), commit","waller",
1156160,"委托","いたく","consign (goods (for sale) to a firm), entrust (person with something), commit","jmdict","委託"
1430200,"頂","いただき","(top of) head, summit, spire","waller",
1430200,"頂き","いただき","(top of) head, summit, spire","jmdict","頂"
1430200,"戴き","いただき","(top of) head, summit, spire","jmdict","頂"
1410800,"戴きます","いただきます","expression of gratitude before meals","waller",
1311850,"至って","いたって","very much, exceedingly, extremely","waller",
1432710,"痛む","いたむ","to hurt, to feel a pain, to be injured","waller",
1432710,"傷む","いたむ","to hurt, to feel a pain, to be injured","jmdict","痛む"
1432720,"痛める","いためる","to hurt, to injure, to cause pain, to worry, to bother, to afflict, to be grieved over","waller",
1432720,"傷める","いためる","to hurt, to injure, to cause pain, to worry, to bother, to afflict, to be grieved over","jmdict","痛める"
1568920,"炒める","いためる","to stir-fry","waller",
1568920,"煠める","いためる","to stir-fry","jmdict","炒める"
1560240,"労る","いたわる","to pity, to sympathize with, to console, to care for, to be kind to","waller",
1560240,,"いたわる","to pity, to sympathize with, to console, to care for, to be kind to","jmdict","労る"
1560240,"労わる","いたわる","to pity, to sympathize with, to console, to care for, to be kind to","jmdict","労る"
1587310,"位地","いち","place, situation, position, location","waller",
1587320,"一々","いちいち","one by one, separately","waller",
1161390,"一概に","いちがいに","unconditionally, as a rule","waller",
1727890,"一見","いちげん","unfamiliar, never before met","waller",
1727890,"一現","いちげん","unfamiliar, never before met","jmdict","一見"
1575990,"一言","いちげん","single word","waller",
1576260,"一日","いちじつ","1. one day, 2. first of month","waller",
1164950,"一定","いちじょう","fixed, settled, definite, uniform, regularized, defined, standardized, certain, prescribed","waller",
1427070,"著しい","いちじるしい","remarkable, considerable","waller",
1165340,"一同","いちどう","all present, all concerned, all of us","waller",
1576150,"一人","いちにん","one person","waller",
1166180,"一部","いちぶ","1. one copy e.g. of a document, 2. a part, partly, some","waller",
1166200,"一部分","いちぶぶん","a part","waller",
1166400,"一別","いちべつ","parting","waller",
1166870,"一面","いちめん","one side, one phase, front page, the other hand, the whole surface","waller",
1166870,"１面","いちめん","one side, one phase, front page, the other hand, the whole surface","jmdict","一面"
2810460,"一目","いちもく","a glance, a look, a glimpse","waller",
1167130,"一様","いちよう","uniformity, evenness, similarity, equality, impartiality","waller",
1167250,"一律","いちりつ","evenness, uniformity, monotony, equality","waller",
1167450,"一連","いちれん","a series, a chain, a ream (of paper)","waller",
1167450,"一嗹","いちれん","a series, a chain, a ream (of paper)","jmdict","一連"
1161470,"一括","いっかつ","all together, batch, one lump, one bundle, summing up","waller",
1161720,"一気","いっき","drink!(said repeatedly as a party cheer)","waller",
1609220,"一挙に","いっきょに","at a stroke, with a single swoop","waller",
1164170,"一切","いっさい","all, everything, without exception, the whole, entirely, absolutely","waller",
1163580,"一心","いっしん","one mind, wholeheartedness, the whole heart","waller",
2613280,,"いっそ","rather, sooner, might as well","waller",
1164570,"一帯","いったい","a region, a zone, the whole place","waller",
1165660,"一敗","いっぱい","one defeat","waller",
1166420,"一変","いっぺん","complete change, about-face","waller",
1577130,"何時でも","いつでも","(at) any time, always, at all times, never (neg), whenever","waller",
1188850,"何時の間にか","いつのまにか","before one knows, unnoticed, unawares","waller",
1188880,"何時までも","いつまでも","forever, for good, eternally, as long as one likes, indefinitely","waller",
1156690,"意図","いと","intention, aim, design","waller",
1173420,"営む","いとなむ","to carry on (e.g. in ceremony), to run a business","waller",
1577280,"暇","いとま","free time, leisure, leave, spare time, farewell","waller",
1157970,"異動","いどう","a change","waller",
1428230,"挑む","いどむ","to challenge, to contend for, to make love to","waller",
1167850,"稲光","いなびかり","(flash of) lightning","waller",
1265040,"古","いにしえ","antiquity, ancient times","waller",
1265040,"古え","いにしえ","antiquity, ancient times","jmdict","古"
1222760,"祈り","いのり","prayer, supplication","waller",
1222760,"祷り","いのり","prayer, supplication","jmdict","祈り"
1575480,"鼾","いびき","snoring","waller",
1575480,,"いびき","snoring","jmdict","鼾"
1575480,,"イビキ","snoring","jmdict","鼾"
1289150,"今更","いまさら","now, at this late hour","waller",
1289150,"今さら","いまさら","now, at this late hour","jmdict","今更"
1527110,"未だ","いまだ","as yet, hitherto, not yet (neg)","waller",
1158440,"移民","いみん","emigration, immigration, emigrant, immigrant","waller",
1587620,"厭々","いやいや","unwillingly, grudgingly, shaking head in refusal (to children)","waller",
1587620,,"いやいや","unwillingly, grudgingly, shaking head in refusal (to children)","jmdict","厭々"
1587620,"嫌々","いやいや","unwillingly, grudgingly, shaking head in refusal (to children)","jmdict","厭々"
1587620,"嫌嫌","いやいや","unwillingly, grudgingly, shaking head in refusal (to children)","jmdict","厭々"
1587620,"厭厭","いやいや","unwillingly, grudgingly, shaking head in refusal (to children)","jmdict","厭々"
1482660,"卑しい","いやしい","greedy, vulgar, shabby, humble, base, mean, vile","waller",
1482660,"賤しい","いやしい","greedy, vulgar, shabby, humble, base, mean, vile","jmdict","卑しい"
1000910,"嫌に","いやに","awfully, terribly","waller",
1000910,,"いやに","awfully, terribly","jmdict","嫌に"
1000910,"厭に","いやに","awfully, terribly","jmdict","嫌に"
1257270,"厭らしい","いやらしい","detestable, disagreeable","waller",
1257270,,"いやらしい","detestable, disagreeable","jmdict","厭らしい"
1257270,"嫌らしい","いやらしい","detestable, disagreeable","jmdict","厭らしい"
1257270,,"やらしい","detestable, disagreeable","jmdict","厭らしい"
1257270,"嫌らしい","やらしい","detestable, disagreeable","jmdict","厭らしい"
1257270,"厭らしい","やらしい","detestable, disagreeable","jmdict","いやらしい"
1587670,"愈々","いよいよ","more and more, all the more, increasingly, at last, beyond doubt","waller",
1587690,"意欲","いよく","will, desire, ambition","waller",
1587690,"意慾","いよく","will, desire, ambition","jmdict","意欲"
1587700,"苛々","いらいら","getting nervous, irritation","waller",
1582820,"入口","いりくち","entrance, gate, approach, mouth","waller",
1158830,"衣料","いりょう","clothing","waller",
1587770,"威力","いりょく","power, might, authority, influence","waller",
1587770,"偉力","いりょく","power, might, authority, influence","jmdict","威力"
1465580,"入る","いる","to get in, to go in, to come in, to flow into, to set, to set in","waller",
1613280,"衣類","いるい","clothes, clothing, garments","waller",
1587850,"色々","いろいろ","various","waller",
1158150,"異論","いろん","different opinion, objection","waller",
1343150,"所謂","いわゆる","the so-called, so to speak","waller",
1168050,"印","いん","seal, stamp, mark, print","waller",
1168610,"員","いん","member","waller",
1168120,"印鑑","いんかん","stamp, seal","waller",
1170280,"陰気","いんき","gloom, melancholy","waller",
1170690,"隠居","いんきょ","retirement, retired person","waller",
1352700,"上下","うえした","high and low, up and down, unloading and loading, praising and blaming","waller",
1497430,"浮かぶ","うかぶ","to float, to rise to surface, to come to mind","waller",
1329580,"受かる","うかる","to pass (examination)","waller",
2797680,"含嗽","うがい","gargle, rinse mouth","waller",
2797680,"含嗽","がんそう","gargle, rinse mouth","jmdict","うがい"
2797680,"含漱","がんそう","gargle, rinse mouth","jmdict","含嗽"
1329660,"受け入れ","うけいれ","receiving, acceptance","waller",
1329660,"受入れ","うけいれ","receiving, acceptance","jmdict","受け入れ"
1329660,"受入","うけいれ","receiving, acceptance","jmdict","受け入れ"
1329670,"受け入れる","うけいれる","to accept, to receive","waller",
1329670,"受入れる","うけいれる","to accept, to receive","jmdict","受け入れる"
1329670,"受け容れる","うけいれる","to accept, to receive","jmdict","受け入れる"
1329670,"受けいれる","うけいれる","to accept, to receive","jmdict","受け入れる"
1329670,"受容れる","うけいれる","to accept, to receive","jmdict","受け入れる"
1329600,"受け継ぐ","うけつぐ","to inherit, to succeed, to take over","waller",
1329600,"受けつぐ","うけつぐ","to inherit, to succeed, to take over","jmdict","受け継ぐ"
1329690,"受け付ける","うけつける","to be accepted, to receive (an application)","waller",
1329690,"受けつける","うけつける","to be accepted, to receive (an application)","jmdict","受け付ける"
1329690,"受付ける","うけつける","to be accepted, to receive (an application)","jmdict","受け付ける"
1329630,"受け止める","うけとめる","to catch, to stop the blow, to react to, to take","waller",
1329630,"受けとめる","うけとめる","to catch, to stop the blow, to react to, to take","jmdict","受け止める"
1329770,"受け取り","うけとり","receipt","waller",
1329860,"受身","うけみ","passive, passive voice","waller",
1329860,"受け身","うけみ","passive, passive voice","jmdict","受身"
1451180,"動き","うごき","movement, activity, trend, development, change","waller",
1428620,"潮","うしお","tide","waller",
1428620,"潮","しお","tide","jmdict","うしお"
1428620,"汐","しお","tide","jmdict","潮"
1311010,"氏","うじ","family name","waller",
1172310,"渦","うず","swirl","waller",
