jmdict_seq,kana,kanji,waller_definition
1357600,いろ,色,colour
1587850,いろいろ,,various
1352130,うえ,上,on top of
1269410,うしろ,後ろ,behind
1475480,うすい,薄い,"thin,weak"
1193180,うた,歌,song
1588120,うたう,歌う,to sing
1378690,うまれる,生まれる,to be born
1201190,うみ,海,sea
1473950,うる,売る,to sell
1481920,うるさい,煩い,"noisy, annoying"
1580340,うわぎ,上着,jacket
1202270,え,絵,picture
1173720,えいが,映画,movie
1173750,えいがかん,映画館,cinema
1174420,えいご,英語,English language
1001140,ええ,,yes
1175140,えき,駅,station
1030630,エレベーター,,elevator
1178590,えんぴつ,鉛筆,pencil
1486650,おいしい,,delicious
1407460,おおい,多い,many
1588880,おおきい,大きい,big
1412890,おおきな,大きな,big
1414220,おおぜい,大勢,great number of people
1002650,おかあさん,お母さん,(honorable) mother
1001710,おかし,お菓子,"sweets, candy"
1001820,おかね,お金,money
1223640,おきる,起きる,to get up
1421850,おく,置く,to put
1179330,おくさん,奥さん,(honorable) wife
1329015,おさけ,お酒,"alcohol, rice wine"
1299685,おさら,お皿,"plate, dish"
1002320,おじいさん,,"grandfather, male senior citizen"
1236900,おしえる,教える,"to teach, to tell"
2261490,おじさん,,"uncle, middle aged gentleman"
1180470,おす,押す,"to push, to stamp something"
1421970,おそい,遅い,"late, slow"
1002430,おちゃ,お茶,green tea
1002100,おてあらい,お手洗い,bathroom
1002590,おとうさん,お父さん,(honorable) father
1581930,おとうと,弟,younger brother
1419990,おとこ,男,Man
1420010,おとこのこ,男の子,Boy
1576050,おととい,一昨日,day before yesterday
1576060,おととし,一昨年,year before last
1414170,おとな,大人,Adult
1002610,おなか,,stomach
1451750,おなじ,同じ,same
1001830,おにいさん,お兄さん,(honorable) older brother
1001990,おねえさん,お姉さん,(honorable) older sister
1002330,おばあさん,,"grandmother, female senior-citizen"
2261500,おばさん,伯母さん,Aunt
2220600,おふろ,お風呂,Bath
1513065,おべんとう,お弁当,boxed lunch
1206050,おぼえる,覚える,to remember
1002120,おまわりさん,,friendly term for policeman
1335750,おもい,重い,Heavy
1533580,おもしろい,,Interesting
1174340,およぐ,泳ぐ,to swim
1589500,おりる,降りる,"to get off, to descend"
1589600,おわる,終る,to finish
1183720,おんがく,音楽,Music
1344930,おんな,女,Woman
1344970,おんなのこ,女の子,Girl
1203620,がいこく,外国,foreign country
1203650,がいこくじん,外国人,Foreigner
1198550,かいしゃ,会社,Company
1203090,かいだん,階段,Stairs
1589730,かいもの,買い物,Shopping
1473740,かう,買う,to buy
1512130,かえす,返す,to return something
1221270,かえる,帰る,to go back
1207590,かかる,掛かる,to take time or money
1260490,かぎ,鍵,Key
1343950,かく,書く,to write
1206900,がくせい,学生,Student
1207610,かける,掛ける,to call by phone
1301940,かさ,傘,Umbrella
1411160,かす,貸す,to lend
1499720,かぜ,風,Wind
1583720,かぜ,風邪,a cold
1192150,かぞく,家族,Family
1516925,かた,方,"person, way of doing"
1206730,がっこう,学校,School
1037670,カップ,,Cup
1192280,かてい,家庭,Household
1206110,かど,角,a corner
1208910,かばん,鞄,"bag, basket"
1194870,かびん,花瓶,a vase
1311530,かみ,紙,paper
1038350,カメラ,,camera
1194290,かようび,火曜日,Tuesday
1365850,からい,辛い,Spicy
1409140,からだ,体,Body
1323560,かりる,借りる,to borrow
1252560,かるい,軽い,Light
1039140,カレー,,Curry
1039220,カレンダー,,calendar
1390020,かわ,川,River
1390020,かわ,河,River
1577200,かわいい,,Cute
1213170,かんじ,漢字,Chinese character
1534520,き,木,"tree, wood"
1576760,きいろ,黄色,yellow
1182030,きいろい,黄色い,yellow
1350040,きえる,消える,to disappear
1591110,きく,聞く,"to hear, to listen to, to ask"
1520670,きた,北,North
1042820,ギター,,Guitar
1178940,きたない,汚い,Dirty
1226440,きっさてん,喫茶店,coffee lounge
1385070,きって,切手,postage stamp
1385170,きっぷ,切符,Ticket
1579260,きのう,昨日,Yesterday
1578150,きゅう,九,Nine
1578150,く,九,Nine
1231580,ぎゅうにく,牛肉,Beef
1231590,ぎゅうにゅう,牛乳,Milk
1579110,きょう,今日,Today
1237150,きょうしつ,教室,Classroom
1249960,きょうだい,兄弟,(humble) siblings
1231690,きょねん,去年,last year
1257240,きらい,嫌い,Hate
1384830,きる,切る,to cut
1423000,きる,着る,to put on from the shoulders down
1591900,きれい,,"pretty, clean"
1042610,キロ,,Kilogram
1042620,キログラム,,Kilogram
1042650,キロメートル,,Kilometer
1243490,ぎんこう,銀行,Bank
1243320,きんようび,金曜日,Friday
1538160,くすり,薬,medicine
1184270,ください,,Please
1193060,くだもの,果物,Fruit
1275640,くち,口,"mouth, opening"
1246700,くつ,靴,Shoes
1246740,くつした,靴下,Socks
1592250,くに,国,Country
1592340,くもり,曇り,cloudy weather
1457560,くもる,曇る,"to become cloudy, to become dim"
1154330,くらい,暗い,Gloomy
1044070,クラス,,Class
1046810,グラム,,Gram
1547720,くる,来る,to come
1323080,くるま,車,"car, vehicle"
1287410,くろ,黒,Black
1287420,くろい,黒い,black
1252330,けいかん,警官,policeman
1579100,けさ,今朝,this morning
1350110,けす,消す,"to erase, to turn off power"
1254760,けっこう,結構,"splendid, enough"
1254790,けっこん,結婚,Marriage
1255890,げつようび,月曜日,Monday
1263400,げんかん,玄関,entry hall
1260720,げんき,元気,"health, vitality"
1268060,ご,五,Five
1273270,こうえん,公園,Park
1592970,こうさてん,交差点,intersection
1280770,こうちゃ,紅茶,black tea
1272500,こうばん,交番,police box
1380440,こえ,声,Voice
1049000,コート,,"coat, tennis court"
1049180,コーヒー,,Coffee
1288810,ここ,此処,Here
1268990,ごご,午後,afternoon
1243850,ここのか,九日,"nine days, ninth day"
1243600,ここのつ,九つ,Nine
1269060,ごぜん,午前,morning
1449540,こたえる,答える,to answer
1004500,こちら,,this person or way
1004500,こっち,此方,this person or way
2846389,コップ,,a glass
1579130,ことし,今年,this year
1264540,ことば,言葉,"word, language"
1307850,こども,子供,Child
1582920,この,此の,This
1270590,ごはん,御飯,"cooked rice, meal"
1050590,コピー,,to copy
1289590,こまる,困る,to be worried
2216120,これ,,This
1289100,こんげつ,今月,this month
1289220,こんしゅう,今週,this week
1004880,こんな,,Such
1289470,こんばん,今晩,this evening
1005110,さあ,,well…
1296970,さいふ,財布,Wallet
1578010,さかな,魚,Fish
1387210,さき,先,"the future, previous"
1297210,さく,咲く,to bloom
1297960,さくぶん,作文,"composition, writing"
1291330,さす,差す,"to stretch out hands, to raise an umbrella"
1299400,ざっし,雑誌,Magazine
1291600,さとう,砂糖,Sugar
1210360,さむい,寒い,Cold
1293660,さらいねん,さ来年,year after next
1579350,さん,三,Three
1303620,さんぽ,散歩,to stroll
1579470,し,四,Four
1579470,よん,四,Four
1576630,しお,塩,Salt
1505990,しかし,然し,However
1315920,じかん,時間,Time
1304970,しごと,仕事,Job
1318970,じしょ,辞書,Dictionary
1381820,しずか,静か,Quiet
1184140,した,下,Below
1319210,しち,七,Seven
1319210,なな,七,Seven
1320760,しつもん,質問,Question
1318290,じてんしゃ,自転車,Bicycle
1318400,じどうしゃ,自動車,Automobile
1310730,しぬ,死ぬ,to die
1315140,じびき,字引,Dictionary
1318610,じぶん,自分,Oneself
1436560,しまる,閉まる,"to close, to be closed"
1508590,しめる,閉める,to close something
1436570,しめる,締める,to tie
1005900,じゃ,,well then…
1005900,じゃあ,,well then…
1321900,しゃしん,写真,photograph
1061520,シャツ,,Shirt
1061820,シャワー,,Shower
1579840,じゅう,十,Ten
1579840,とお,十,Ten
1330290,じゅぎょう,授業,"lesson, class work"
1337270,しゅくだい,宿題,homework
1353320,じょうず,上手,Skillful
1580480,じょうぶ,丈夫,"strong, durable"
1595020,しょうゆ,,soy sauce
1358550,しょくどう,食堂,dining hall
1420470,しる,知る,to know
1474900,しろ,白,White
1474910,しろい,白い,White
1362360,しんぶん,新聞,newspaper
1372190,すいようび,水曜日,Wednesday
1228260,すう,吸う,"to smoke, to suck"
1067470,スカート,,Skirt
1277450,すき,好き,Likeable
1348910,すくない,少ない,a few
1430620,すぐに,,Instantly
1348870,すこし,少し,Few
1554370,すずしい,涼しい,Refreshing
1070790,ストーブ,,Heater
1072590,スプーン,,Spoon
1073210,スポーツ,,Sport
1074260,ズボン,,Trousers
1334040,すむ,住む,to live in
1073900,スリッパ,,Slippers
1157170,する,為る,to do
1291800,すわる,座る,to sit
2147990,せ,背,"height, stature"
1379380,せいと,生徒,Pupil
1074270,セーター,,"sweater, jumper"
1382590,せっけん,石鹸,Economy
1472740,せびろ,背広,business suit
1237680,せまい,狭い,Narrow
2839962,ゼロ,,Zero
1388740,せん,千,Thousand
1387500,せんげつ,先月,last month
1387870,せんしゅう,先週,last week
1387990,せんせい,先生,"teacher, doctor"
1390980,せんたく,洗濯,Washing
1396130,ぜんぶ,全部,All
1399790,そうじ,掃除,"to clean, to sweep"
1612860,そうして,,And
1006730,そして,,And
1006670,そこ,其処,that place
1006780,そちら,,over there
1006780,そっち,,over there
1203250,そと,外,Outside
1006830,その,其の,That
1403830,そば,側,"near, beside"
1245290,そら,空,Sky
2216210,それ,,that
1006980,それから,,after that
1406050,それでは,,in that situation
1413240,だいがく,大学,university
1413890,たいしかん,大使館,embassy
1414150,だいじょうぶ,大丈夫,all right
1413660,だいすき,大好き,to be very likeable
1414340,たいせつ,大切,important
1412640,だいどころ,台所,kitchen
1415000,たいへん,大変,difficult situation
1283190,たかい,高い,"tall, expensive"
1415870,たくさん,,many
1076190,タクシー,,taxi
1338180,だす,出す,to put out
1597040,たつ,立つ,to stand
1335640,たて,縦,"length,height"
1257540,たてもの,建物,building
1207240,たのしい,楽しい,enjoyable
1548370,たのむ,頼む,to ask
1597150,たばこ,,"tobacco,cigarettes"
1407980,たぶん,多分,probably
1358340,たべもの,食べ物,food
1358280,たべる,食べる,to eat
1549140,たまご,卵,egg
1416830,だれ,誰,who
1416840,だれか,誰か,somebody
1419110,たんじょうび,誕生日,birthday
2546180,だんだん,,gradually
1347750,ちいさい,小さい,little
2136180,ちいさな,小さな,little
1242130,ちかい,近い,near
1158880,ちがう,違う,to differ
1242160,ちかく,近く,near
1420900,ちかてつ,地下鉄,underground train
1421290,ちず,地図,map
1422720,ちゃいろ,茶色,brown
1597530,ちゃわん,,rice bowl
1427340,ちょうど,丁度,exactly
1163940,ちょっと,,somewhat
2225040,ついたち,一日,first of month
1305990,つかう,使う,to use
1483740,つかれる,疲れる,to get tired
1316380,つぎ,次,next
1422970,つく,着く,to arrive at
1220210,つくえ,机,desk
1597890,つくる,作る,to make
1495770,つける,付ける,to turn on
1240825,つとめる,勤める,to work for someone
1008190,つまらない,,boring
1556730,つめたい,冷たい,cold to the touch
1236070,つよい,強い,powerful
1327190,て,手,hand
1078750,テープ,,tape
1078630,テーブル,,table
1078810,テープレコーダー,,tape recorder
1598550,でかける,出かける,to go out
1327720,てがみ,手紙,letter
1340450,できる,出来る,to be able to
1338850,でぐち,出口,exit
1079760,テスト,,test
1008450,では,,with that...
1083590,デパート,,department store
1008460,でも,,but
1338240,でる,出る,"to appear,to leave"
1080510,テレビ,,television
1438690,てんき,天気,weather
1443000,でんき,電気,"electricity,electric light"
1443530,でんしゃ,電車,electric train
1443840,でんわ,電話,telephone
1266970,と,戸,Japanese style door
1087820,ドア,,Western style door
1084810,トイレ,,toilet
1008910,どう,如何,"how,in what way"
1466940,どうして,,for what reason
1189130,どうぞ,,please
1451470,どうぶつ,動物,animal
1009000,どうも,,thanks
1177800,とおい,遠い,far
1335000,とおか,十日,"ten days,the tenth day"
1598680,ときどき,時々,sometimes
1316140,とけい,時計,"watch,clock"
1577140,どこ,,where
1343100,ところ,所,place
1468060,とし,年,year
1370420,としょかん,図書館,library
1189360,どちら,,which of two
1189360,どっち,,which
1008630,とても,,very
1189370,どなた,,who
1555830,となり,隣,next door to
1920240,どの,何の,which
1429700,とぶ,飛ぶ,"to fly,to hop"
1310620,とまる,止まる,to come to a halt
1540170,ともだち,友達,friend
1445590,どようび,土曜日,Saturday
1430250,とり,鳥,bird
1253020,とりにく,とり肉,chicken meat
1326980,とる,取る,to take something
1298790,とる,撮る,to take a photo or record a film
1009290,どれ,,which (of three or more)
1089890,ナイフ,,knife
1423310,なか,中,middle
1429750,ながい,長い,long
1532870,なく,鳴く,"animal noise. to chirp, roar or croak etc."
1529530,なくす,無くす,to lose something
1577120,なぜ,,why
1191320,なつ,夏,summer
1191420,なつやすみ,夏休み,summer holiday
1582300,など,,et cetera
1319220,ななつ,七つ,seven
1579630,なのか,七日,"seven days,the seventh day"
1531710,なまえ,名前,name
1333070,ならう,習う,to learn
1508380,ならぶ,並ぶ,"to line up,to stand in a line"
1508390,ならべる,並べる,"to line up,to set up"
2138260,なる,,to become
2846738,なん,何,what
1577100,なに,何,what
1461140,に,二,two
1463480,にぎやか,賑やか,"bustling,busy"
1463520,にく,肉,meat
1380840,にし,西,west
1464900,にちようび,日曜日,Sunday
1195430,にもつ,荷物,luggage
1091500,ニュース,,news
1436130,にわ,庭,garden
1416400,ぬぐ,脱ぐ,to take off clothes
1183300,ぬるい,温い,luke warm
1092820,ネクタイ,,"tie,necktie"
1467640,ねこ,猫,cat
1360010,ねる,寝る,"to go to bed,to sleep"
1093450,ノート,,"notebook,exercise book"
1352570,のぼる,登る,to climb
1600430,のみもの,飲み物,a drink
1169870,のむ,飲む,to drink
1355120,のる,乗る,"to get on,to ride"
1313000,は,歯,tooth
1100760,パーティー,,party
1010080,はい,,yes
1201940,はいざら,灰皿,ashtray
1465590,はいる,入る,"to enter,to contain"
1546590,はがき,葉書,postcard
1607260,はく,履く,"to wear,to put on trousers"
1585650,はこ,箱,box
1237410,はし,橋,bridge
1476410,はし,箸,chopsticks
1307500,はじまる,始まる,to begin
1342540,はじめ,初め,beginning
1342540,はじめ,始め,beginning
1342550,はじめて,初めて,for the first time
1402540,はしる,走る,to run
1098390,バス,,bus
1098620,バター,,butter
1600790,はたち,二十歳,"20 years old,20th year"
1451150,はたらく,働く,to work
1583090,はち,八,eight
1600850,はつか,二十日,"twenty days,twentieth"
1194500,はな,花,flower
1486720,はな,鼻,nose
1600900,はなし,話,"talk,story"
1562350,はなす,話す,to speak
1404975,はやい,早い,early
1404975,はやい,速い,quick
1341000,はる,春,spring
1427900,はる,貼る,to stick
1376460,はれ,晴れ,clear weather
1376470,はれる,晴れる,to be sunny
1478750,はん,半,half
1482110,ばん,晩,evening
1103090,パン,,bread
1096420,ハンカチ,,handkerchief
1482290,ばんごう,番号,number
1601340,ばんごはん,晩御飯,evening meal
1479890,はんぶん,半分,half minute
1447440,ひがし,東,east
1169250,ひく,引く,to pull
1419370,ひく,弾く,"to play an instrument with strings, including piano"
1434180,ひくい,低い,"short,low"
1485470,ひこうき,飛行機,aeroplane
1290800,ひだり,左,left hand side
1580640,ひと,人,person
1160820,ひとつ,一つ,one
1162130,ひとつき,一月,one month
1576150,ひとり,一人,one person
1577280,ひま,暇,free time
1488000,ひゃく,百,hundred
1490220,びょういん,病院,hospital
1490230,びょうき,病気,illness
1426250,ひる,昼,"noon, daytime"
1602340,ひるごはん,昼御飯,midday meal
1278410,ひろい,広い,"spacious,wide"
1109380,フィルム,,roll of film
1499690,ふうとう,封筒,envelope
1115150,プール,,swimming pool
1110110,フォーク,,fork
1370760,ふく,吹く,to blow
1500940,ふく,服,clothes
1461160,ふたつ,二つ,two
1457440,ぶたにく,豚肉,pork
1582670,ふたり,二人,two people
1462900,ふつか,二日,"two days, second day of the month"
1408180,ふとい,太い,fat
1446070,ふゆ,冬,winter
1282790,ふる,降る,"to fall, e.g. rain or snow"
1265070,ふるい,古い,old (not used for people)
1500100,ふろ,風呂,bath
1505470,ぶんしょう,文章,"sentence,text"
1120410,ページ,,page
1185200,へた,下手,unskillful
1119650,ベッド,,bed
1120990,ペット,,pet
1499320,へや,部屋,room
1512070,へん,辺,area
1121380,ペン,,pen
1512670,べんきょう,勉強,to study
1512610,べんり,便利,"useful, convenient"
1519170,ぼうし,帽子,hat
1123590,ボールペン,,ball-point pen
1203260,ほか,,"other, the rest"
1124970,ポケット,,pocket
1547330,ほしい,欲しい,want
1125150,ポスト,,post
1295510,ほそい,細い,thin
1182880,ボタン,,button
1122650,ホテル,,hotel
1522150,ほん,本,book
1522980,ほんだな,本棚,bookshelves
1523060,ほんとう,本当,truth
1524700,まいあさ,毎朝,every morning
1584350,まいげつ,毎月,every month
1584350,まいつき,毎月,every month
1524690,まいしゅう,毎週,every week
1524720,まいにち,毎日,every day
1584360,まいねん,毎年,every year
1584360,まいとし,毎年,every year
1524730,まいばん,毎晩,every night
1392580,まえ,前,before
1239730,まがる,曲る,"to turn,to bend"
1495000,まずい,不味い,unpleasant
1524930,また,又,"again,and"
1527110,まだ,,"yet,still"
1603990,まち,町,"town,city"
1410590,まつ,待つ,to wait
1580600,まっすぐ,,"straight ahead,direct"
2784220,マッチ,,match
1401400,まど,窓,window
1604230,まるい,丸い,"round,circular"
1604230,まるい,円い,"round,circular"
1584460,まん,万,ten thousand
1526360,まんねんひつ,万年筆,fountain pen
1523940,みがく,磨く,"to brush teeth, to polish"
1171010,みぎ,右,right side
1418620,みじかい,短い,short
1371260,みず,水,water
1582120,みせ,店,shop
1259210,みせる,見せる,to show
1454080,みち,道,street
1301330,みっか,三日,"three days, third day of the month"
1299740,みっつ,三つ,three
1555300,みどり,緑,green
1202170,みなさん,皆さん,everyone
1459870,みなみ,南,south
1317170,みみ,耳,ear
1259290,みる,見る,"to see, to watch"
1259290,みる,観る,"to see, to watch"
1202150,みんな,,everyone
1561470,むいか,六日,"six days, sixth day of the month"
1277140,むこう,向こう,over there
1460850,むずかしい,難しい,difficult
1585315,むっつ,六つ,six
1406820,むら,村,village
1604890,め,目,eye
1132570,メートル,,metre
1577670,めがね,眼鏡,glasses
1012480,もう,,already
2005860,もういちど,もう一度,again
1534890,もくようび,木曜日,Thursday
1315720,もつ,持つ,to hold
1012620,もっと,,more
1502390,もの,物,thing
1584800,もん,門,gate
1536010,もんだい,問題,problem
1476960,やおや,八百屋,greengrocer
1537370,やさい,野菜,vegetable
1157000,やさしい,易しい,"easy, simple"
1153670,やすい,安い,cheap
1227500,やすみ,休み,"rest,holiday"
1227560,やすむ,休む,to rest
1583095,やっつ,八つ,eight
1302680,やま,山,mountain
1012980,やる,遣る,to do
1542790,ゆうがた,夕方,evening
1584910,ゆうはん,夕飯,dinner
1542430,ゆうびんきょく,郵便局,post office
1542640,ゆうべ,昨夜,last night
1541620,ゆうめい,有名,famous
1386500,ゆき,雪,snow
1578850,ゆく,行く,to go
1013050,ゆっくり,,slowly
1476920,ようか,八日,"eight days, eighth day of the month"
1546020,ようふく,洋服,western-style clothes
1605870,よく,良く,"often, well"
1180570,よこ,横,"beside,side,width"
1307320,よっか,四日,"four days, fouth day of the month"
1307040,よっつ,四つ,four
1266440,よぶ,呼ぶ,"to call out,to invite"
1456360,よむ,読む,to read
1536350,よる,夜,"evening,night"
1324520,よわい,弱い,weak
1547900,らいげつ,来月,next month
1548010,らいしゅう,来週,next week
1548220,らいねん,来年,next year
1138860,ラジオ,,radio
1138960,ラジカセ,,radio cassette player
1138900,ラジオカセット,,radio cassette player
1551790,りっぱ,立派,splendid
1552750,りゅうがくせい,留学生,overseas student
1602710,りょうしん,両親,both parents
1554310,りょうり,料理,cuisine
1553170,りょこう,旅行,travel
1557630,れい,零,zero
1557110,れいぞうこ,冷蔵庫,refrigerator
1144940,レコード,,record
1145310,レストラン,,restaurant
1559160,れんしゅう,練習,to practice
1560670,ろうか,廊下,corridor
1585310,ろく,六,six
1148640,ワイシャツ,,business shirt
1324300,わかい,若い,young
1606560,わかる,分かる,to be understood
1519210,わすれる,忘れる,to forget
2842390,わたくし,私,"(humble) I,myself"
1311110,わたし,私,"I,myself"
1444610,わたす,渡す,to hand over
1444680,わたる,渡る,to go across
1151260,わるい,悪い,bad
1013190,より,,Used for comparison.
1516930,ほう,方,Used for comparison.
