jmdict_seq,kana,kanji,waller_definition
1199330,かい,回,counter for occurrences
1204330,がい,害,"injury,harm,evil influence,damage"
1198230,かいいん,会員,"member,the membership"
1202300,かいが,絵画,picture
1201260,かいがい,海外,"foreign,abroad,overseas"
1198430,かいけい,会計,"account,finance,accountant"
1198960,かいけつ,解決,"settlement,solution,resolution"
1198530,かいごう,会合,"meeting,assembly"
1203540,がいこう,外交,diplomacy
1202760,かいし,開始,"start,commencement,beginning"
1199010,かいしゃく,解釈,"explanation,interpretation"
1203800,がいしゅつ,外出,"outing,going out"
1200960,かいぜん,改善,"betterment,improvement"
1200120,かいてき,快適,"pleasant,agreeable,comfortable"
1199720,かいふく,回復,"recovery (from illness),improvement,rehabilitation,restoration"
1312970,かう,飼う,"to keep,to raise,to feed"
1589780,かえる,替える,"to exchange,to interchange,to substitute,to replace"
1589780,かえる,換える,"to exchange,to interchange,to substitute,to replace"
1589820,かおり,香り,"aroma,fragrance,scent,smell"
1197120,がか,画家,"painter,artist"
1516310,かかえる,抱える,to hold or carry under or in the arms
1189500,かかく,価格,"price,value,cost"
1186760,かがく,化学,chemistry
1224020,かがやく,輝く,"to shine,to glitter,to sparkle"
1589840,かかり,係,"official,duty,person in charge"
1609500,かかる,罹る,to suffer from
1264640,かぎる,限る,"to restrict,to limit,to confine"
1583460,かく,描く,"to draw,to paint,to sketch,to depict,to describe"
1191870,かぐ,家具,furniture
1955900,がく,学,"learning,scholarship,erudition,knowledge"
1207500,がく,額,"forehead,brow"
1206080,かくご,覚悟,"resolution,resignation,readiness,preparedness"
1205830,かくじつ,確実,"certainty,reliability,soundness"
1206800,がくしゃ,学者,scholar
1206820,がくしゅう,学習,"study,learning"
1170650,かくす,隠す,"to hide,to conceal"
1205200,かくだい,拡大,"magnification,enlargement"
1205900,かくにん,確認,"affirmation,confirmation"
1207130,がくもん,学問,"scholarship,study,learning"
1170660,かくれる,隠れる,"to hide,to be hidden,to conceal oneself,to disappear"
1590145,かげ,影,"shade,shadow,other side"
1590150,かげ,陰,"shade,shadow,other side"
1253920,かける,欠ける,to be lacking
1190080,かげん,加減,"addition and subtraction,allowance for"
1196030,かこ,過去,"the past,bygone days,the previous"
1590200,かご,籠,"basket,cage"
1155980,かこむ,囲む,"to surround,to encircle"
1193880,かさい,火災,"conflagration,fire"
1411110,かし,貸し,"loan,lending"
1195670,かし,菓子,pastry
1191980,かじ,家事,"housework,domestic chores"
1260260,かしこい,賢い,"wise,clever,smart"
1193290,かしゅ,歌手,singer
1580820,かず,数,"number,figure"
1194450,かせぐ,稼ぐ,"to earn income,to labor"
1372900,かぞえる,数える,to count
1250090,かた,型,"mold,model,style,shape,data-type"
1258950,かた,肩,shoulder
1584100,かたがた,方々,"persons,this and that,here and there,everywhere"
1446420,かたな,刀,"sword,saber,knife,engraving tool"
1270990,かたる,語る,"to talk,to tell,to recite"
1609560,かち,勝ち,"win,victory"
1189600,かち,価値,"value,worth,merit"
1003170,がっかり,,"feel disappointed,be dejected,lose heart"
1208270,かっき,活気,"energy,liveliness"
1206650,がっき,学期,term (school)
1208360,かつどう,活動,"action,activity"
1208460,かつよう,活用,"conjugation,practical use"
1483200,かなしむ,悲しむ,"to be sad,to mourn for,to regret"
1487410,かならずしも,必ずしも,"(not) always,(not) necessarily,(not) all,(not) entirely"
1590560,かなり,,"considerably,fairly,quite"
1242590,かね,金,"(1) gold,(2) gold general (shogi) (abbr)"
1191060,かのう,可能,"possible,practicable,feasible"
1208920,かぶ,株,"share,stock,stump (of tree)"
1484330,かぶる,被る,to suffer
1279680,かまう,構う,"to mind,to care about,to be concerned about"
1196970,がまん,我慢,"patience,endurance,perseverance"
1352150,かみ,上,"(1) first volume,(2) superior quality,(3) governmental"
1364440,かみ,神,god
1585060,かみなり,雷,thunder
1477960,かみのけ,髪の毛,hair (head)
1590600,かもく,科目,"(school) subject,curriculum,course"
1002970,かもしれない,,"may,might,perhaps,may be,possibly"
1194280,かよう,火曜,(abbr) Tuesday
1245280,から,空,sky
1508300,がら,柄,"hilt (of a sword),haft (of a dagger),handgrip"
1209540,かる,刈る,"to cut (hair),to mow (grass),to harvest"
1483090,かれら,彼等,they (usually male)
1483800,かわ,皮,"skin,hide,leather,fur,pelt,bark,shell"
1483805,かわ,革,leather
1590740,かわいそう,,"poor,pitiable,pathetic"
1190740,かわいらしい,,"lovely,sweet"
1214540,かん,缶,"can,tin"
1210590,かん,勘,"perception,intuition,the sixth sense"
1281000,かんがえ,考え,"thinking,thought,ideas,intention"
1212330,かんかく,感覚,"sense,sensation"
1214810,かんきゃく,観客,"audience,spectator(s)"
1213280,かんきょう,環境,"environment,circumstance"
1212960,かんげい,歓迎,"welcome,reception"
1214840,かんこう,観光,sightseeing
1214900,かんさつ,観察,"observation,survey"
1212250,かんじ,感じ,"feeling,sense,impression"
1212380,かんしゃ,感謝,"thanks,gratitude"
1212210,かんじゃ,患者,a patient
1210750,かんじょう,勘定,"calculation,counting,consideration"
1212410,かんじょう,感情,"emotion(s),feeling(s),sentiment"
1212260,かんじる,感じる,"to feel,to sense,to experience"
1212450,かんしん,感心,"admiration,Well done!"
1215870,かんしん,関心,"concern,interest"
1215790,かんする,関する,"to concern,to be related"
1211490,かんせい,完成,"(1) complete,completion,(2) perfection,accomplishment"
1211510,かんぜん,完全,"perfection,completeness"
1212570,かんどう,感動,"being deeply moved,excitement,impression,deep emotion"
1213720,かんとく,監督,"supervision,control,superintendence"
1214200,かんり,管理,"control,management (e.g. of a business)"
1211630,かんりょう,完了,"completion,conclusion"
1216060,かんれん,関連,"relation,connection,relevance"
1226020,ぎいん,議員,"member of the Diet, congress or parliament"
1223150,きおく,記憶,"memory,recollection,remembrance"
1221950,きおん,気温,temperature
1220810,きかい,機械,"machine,mechanism"
1226040,ぎかい,議会,"Diet,congress,parliament"
1220550,きかん,期間,"period,term"
1220870,きかん,機関,"organ,mechanism,facility,engine"
1218190,きぎょう,企業,"enterprise,undertaking"
1591100,きく,効く,to be effective
1220930,きげん,機嫌,"humour,temper,mood"
1222170,きこう,気候,climate
1217040,きし,岸,"bank,coast,shore"
1379330,きじ,生地,birthplace
1223240,きじ,記事,"article,news story,report,account"
1225110,ぎし,技師,"engineer,technician"
1223250,きしゃ,記者,reporter
1580260,きず,傷,"wound,injury,hurt,cut"
1220570,きたい,期待,"expectation,anticipation,hope"
1221430,きたく,帰宅,returning home
1223520,きちょう,貴重,"precious,valuable"
1226140,ぎちょう,議長,chairman
1003400,きちんと,,"precisely,accurately"
1003450,きつい,,"tight,close,intense"
1591330,きづく,気付く,"to notice,to recognize,to become aware of"
1221740,きにいる,気に入る,"to be pleased with,to suit"
1223330,きにゅう,記入,"entry,filling in of forms"
1223340,きねん,記念,"commemoration,memory"
1221130,きのう,機能,"function,faculty"
1221770,きのどく,気の毒,"pitiful,a pity"
1591400,きふ,寄付,"contribution,donation"
1219910,きぼう,希望,"hope,wish,aspiration"
1219190,きほん,基本,"foundation,basis,standard"
1609660,きまり,決まり,"settlement,conclusion,regulation,rule"
1222640,きみ,気味,"-like,-looking,-looked"
1219490,きみょう,奇妙,"strange,queer,curious"
1225900,ぎむ,義務,"duty,obligation,responsibility"
1225630,ぎもん,疑問,"question,problem,doubt,guess"
1226960,ぎゃく,逆,"reverse,opposite"
1041850,キャプテン,,captain
1042200,キャンプ,,camp
1230380,きゅう,旧,ex-
1919590,きゅう,級,"class, grade, rank,school class, grade"
1229880,きゅう,球,"globe,sphere,ball"
1227610,きゅうか,休暇,"holiday,day off,furlough"
1227720,きゅうけい,休憩,"rest,break,recess,intermission"
1228680,きゅうげき,急激,"sudden,precipitous,radical"
1228330,きゅうしゅう,吸収,"absorption,suction,attraction"
1229200,きゅうじょ,救助,"relief,aid,rescue"
1228890,きゅうそく,急速,rapid (e.g. progress)
2269050,きゅうに,急に,
1230360,きゅうりょう,給料,"salary,wages"
1218960,きよう,器用,"skillful,handy"
1237020,きょうかしょ,教科書,text book
1234080,きょうぎ,競技,"game,match,contest"
1281890,ぎょうぎ,行儀,manners
1233630,きょうきゅう,供給,"supply,provision"
1237130,きょうし,教師,teacher (classroom)
1237160,きょうじゅ,教授,"teaching,instruction,professor"
1236470,きょうちょう,強調,"emphasis,stress,stressed point"
1234700,きょうつう,共通,"commonness,community"
1591660,きょうどう,共同,"cooperation,association,collaboration,joint"
1236750,きょうふ,恐怖,"be afraid,dread,dismay,terror"
1591720,きょうりょく,協力,"cooperation,collaboration"
1236600,きょうりょく,強力,"herculean strength,mountain carrier-guide"
1232880,きょか,許可,"permission,approval"
1239560,きょく,局,"court lady,lady in waiting"
1232180,きょだい,巨大,"huge,gigantic,enormous"
1257250,きらう,嫌う,"to hate,to dislike,to loathe"
1531110,きり,霧,"fog,mist"
1384840,きれ,切れ,"cloth,piece,cut,chop"
1384860,きれる,切れる,"(1) to cut well,to be sharp,(2) to break (off)"
1223440,きろく,記録,"record,minutes,document"
1226160,ぎろん,議論,"argument,discussion,dispute"
1242600,きん,金,"(1) gold,(2) gold general (shogi) (abbr)"
1595090,ぎん,銀,"(1) silver,silver coin,silver paint"
1241490,きんえん,禁煙,No Smoking!
1242700,きんがく,金額,amount of money
1242850,きんこ,金庫,"safe,vault,treasury,provider of funds"
1241550,きんし,禁止,"prohibition,ban"
1243020,きんせん,金銭,"money,cash"
1243040,きんぞく,金属,metal
1242420,きんだい,近代,present day
1241880,きんちょう,緊張,"tension,mental strain,nervousness"
1241810,きんにく,筋肉,"muscle,sinew"
1243290,きんゆう,金融,"monetary circulation,credit situation"
1243310,きんよう,金曜,(abbr) Friday
1243940,く,句,sentence
1592100,くう,食う,(male) (vulg) to eat
1246270,ぐうぜん,偶然,"(by) chance,unexpectedly,suddenly"
1333150,くさい,臭い,"odour,scent,smell,stench"
1291730,くさり,鎖,chain
1497800,くさる,腐る,"to rot,to go bad"
1509350,くせ,癖,"a habit (often a bad habit),peculiarity"
1577650,くだ,管,"pipe,tube"
1245020,ぐたい,具体,"concrete,tangible,material"
1184280,くださる,下さる,"(hon) to give,to confer"
1184370,くだり,下り,down-train (going away from Tokyo)
1244560,くつう,苦痛,"pain,agony"
1004060,ぐっすり,,"sound asleep,fast asleep"
1244250,くべつ,区別,"distinction,differentiation,classification"
1397450,くみ,組,"class,group,team,set"
1397620,くみあい,組合,"association,union"
1397590,くむ,組む,to put together
1592340,くもり,曇,"cloudiness,cloudy weather,shadow"
1155400,くらい,位,"grade,rank,about"
1514930,くらし,暮らし,"living,livelihood,subsistence,circumstances"
1044020,クラシック,,classic(s)
1514940,くらす,暮らす,"to live,to get along"
1046430,グラス,,"(1) glass,(2) grass"
1046840,グランド,,"gland,grand,(electrical) ground"
1044480,クリーム,,cream
1247030,くりかえす,繰り返す,"to repeat,to do something over again"
1044830,クリスマス,,Christmas
1237510,くるう,狂う,"to go mad,to get out of order"
1047300,グループ,,group
1244320,くるしい,苦しい,"painful,difficult"
1244350,くるしむ,苦しむ,"to suffer,to groan,to be worried"
1514950,くれ,暮れ,"year end,sunset,nightfall,end"
1244680,くろう,苦労,"troubles,hardships"
1189960,くわえる,加える,"to append,to sum up,to add (up)"
1351730,くわしい,詳しい,"knowing very well,detailed,full,accurate"
1189980,くわわる,加わる,"to join in,to accede to,to increase,to gain in (influence)"
1956150,くん,訓,native Japanese reading of a Chinese character
1247660,ぐん,軍,"army,force,troops"
1248710,ぐんたい,軍隊,"army,troops"
1247470,くんれん,訓練,"practice,training"
2080200,げ,下,"under,below,beneath"
1252050,けい,計,plan
1250720,けいい,敬意,"respect,honour"
1251130,けいえい,経営,"management,administration"
1250830,けいき,景気,"condition,state,business (condition)"
1249470,けいこう,傾向,"tendency,trend,inclination"
1252360,けいこく,警告,"warning,advice"
1252140,けいさん,計算,"calculation,reckoning"
1250620,けいじ,掲示,"notice,bulletin"
1249660,けいじ,刑事,"criminal case,(police) detective"
1253060,げいじゅつ,芸術,"(fine) art,the arts"
1250190,けいやく,契約,"contract,compact,agreement"
1251670,けいゆ,経由,"go by the way,via"
1047880,ケース,,case
1048400,ゲーム,,game
1253310,げき,劇,"drama,play"
1253410,げきじょう,劇場,"theatre,playhouse"
1577040,けしょう,化粧,make-up (cosmetic)
2234080,けち,,"stinginess,miser,miserliness"
1254690,けっか,結果,"result,consequence"
1253950,けっかん,欠陥,"defect,fault,deficiency"
1254730,けっきょく,結局,"after all,eventually"
1254340,けっしん,決心,"determination,resolution"
1254020,けっせき,欠席,"absence,non-attendance"
1254380,けってい,決定,"decision,determination"
1254050,けってん,欠点,"faults,defect,weakness"
1255880,げつよう,月曜,Monday
1255020,けつろん,結論,conclusion
1177180,けむり,煙,"smoke,fumes"
1256730,けん,券,"ticket,coupon,bond,certificate"
1258810,けん,県,prefecture
2078590,けん,軒,eaves
1259390,けんかい,見解,"opinion,point of view"
1264650,げんかい,限界,"limit,bound"
1263550,げんきん,現金,"cash,ready money,mercenary,self-interested"
1264420,げんご,言語,language
1256170,けんこう,健康,"health,sound,wholesome"
1257890,けんさ,検査,"inspection (e.g. customs, factory),examination"
1263650,げんざい,現在,"present,up to now,nowadays,modern times,current"
1263710,げんじつ,現実,reality
1263750,げんしょう,現象,phenomenon
1263770,げんじょう,現状,"present condition,existing state,status quo"
1257420,けんせつ,建設,"construction,establishment"
1263810,げんだい,現代,"nowadays,modern times,present-day"
1257500,けんちく,建築,"construction,architecture"
1259930,けんとう,見当,"be found,aim,estimate,guess,approx"
1258000,けんとう,検討,"consideration,examination,investigation,study,scrutiny"
1263760,げんば,現場,"actual spot,scene,scene of the crime"
1257590,けんぽう,憲法,constitution
1258200,けんり,権利,"right,privilege"
2147630,ご,後,"afterwards,since then,in the future"
1270910,ご,語,"language,word"
1558670,こい,恋,"love,tender passion"
1469890,こい,濃い,"thick (as of color, liquid),dense,strong"
1558920,こいびと,恋人,"lover,sweetheart"
1592930,こううん,幸運,"good luck,fortune"
1282240,こうえん,講演,"lecture,address"
1275130,こうか,効果,"effect,effectiveness,efficacy,result"
1280530,こうか,硬貨,coin
1283300,こうか,高価,high price
1285520,ごうか,豪華,"wonderful,gorgeous,splendor,pomp,extravagance"
1284600,ごうかく,合格,"success,passing (e.g. exam),eligibility"
1271750,こうかん,交換,"exchange,interchange,reciprocity"
1281270,こうくう,航空,"aviation,flying"
1272950,こうけい,光景,"scene,spectacle"
1284740,ごうけい,合計,"sum total,total amount"
1279170,こうげき,攻撃,"attack,strike,offensive,criticism,censure"
1282410,こうけん,貢献,"contribution,services"
1278510,こうこく,広告,advertisement
1271990,こうさい,交際,"company,friendship,association,society,acquaintance"
1269720,こうしゃ,後者,the latter
1578700,こうば,工場,"factory,plant,mill,workshop"
1279730,こうせい,構成,"organization,composition"
1283700,こうそく,高速,"high speed,high gear"
1282100,こうどう,行動,"action,conduct,behaviour,mobilization"
1236500,ごうとう,強盗,"robbery,burglary"
1278400,こうふく,幸福,"happiness,blessedness"
1274640,こうへい,公平,"fairness,impartial,justice"
1272730,こうほ,候補,candidacy
1281170,こうりょ,考慮,"consideration,taking into account"
1593070,こえる,越える,"to exceed,to cross over,to cross"
1048910,コーチ,,coach
1049010,コード,,"code,cord,chord"
1488840,こおり,氷,"ice,hail"
1593100,こおる,凍る,"to freeze,to be frozen over,to congeal"
1054230,ゴール,,goal
1271310,ごかい,誤解,misunderstanding
1271010,ごがく,語学,language study
1266470,こきゅう,呼吸,"breath,respiration"
2853884,こきょう,故郷,"home town,birthplace,old village,historic village"
1240180,ごく,極,"quite,very"
1286370,こくご,国語,national language
1288080,こくばん,黒板,blackboard
1285790,こくふく,克服,"subjugation,conquest"
1287070,こくみん,国民,"national,people,citizen"
1287280,こくもつ,穀物,"grain,cereal,corn"
1288340,こし,腰,hip
1264770,こじん,個人,"individual,private person,personal,private"
1175300,こす,越す,to go over (e.g. with audience)
1286170,こっか,国家,"state,country,nation"
1286240,こっかい,国会,"National Diet,parliament,congress"
1286320,こっきょう,国境,national or state border
1288640,こっせつ,骨折,bone fracture
1593290,こづつみ,小包,"parcel,package"
1313580,こと,事,"thing,matter,fact,circumstances"
1157510,ことなる,異なる,"to differ,to vary,to disagree"
1264600,ことわざ,諺,"proverb,maxim"
1419570,ことわる,断る,"to refuse,to decline,to dismiss"
1504770,こな,粉,"flour,meal,powder"
1277500,このみ,好み,"liking,taste,choice"
1277520,このむ,好む,"to like,to prefer"
1348630,こむぎ,小麦,wheat
1270680,ごめんなさい,,"I beg your pardon,excuse me"
1347830,こや,小屋,"hut,cabin,shed,(animal) pen"
1004830,これら,,these
1579080,ころ,頃,"time,about,toward,approximately (time)"
1299030,ころす,殺す,to kill
1582130,ころぶ,転ぶ,"to fall down,to fall over"
1289070,こんかい,今回,"now,this time,lately"
1289140,こんご,今後,"from now on,hereafter"
1290390,こんざつ,混雑,"confusion,congestion"
1004890,こんなに,,"so,like this,in this way"
1289620,こんなん,困難,"difficulty,distress"
1579110,こんにち,今日,"today,this day"
1289400,こんにちは,,"hello,good day (daytime greeting, id)"
1289710,こんやく,婚約,"engagement,betrothal"
